Varient_Name,Average_stars,Review_title,User_rating,Review_description
TVS Jupiter,4.4,Very good bike.,5,Jupiter is an amazing scooter with a wonderful performance.
TVS Jupiter,4.4,Satisfied with Scooter,4,Satisfied with TVS Jupiter but the digital display is not perfect. I am sharing my Jupiter problem as sometimes suddenly economy mode is converted into power mode.
TVS Jupiter,4.4,Nice Experience,5,"It has been more than 1 month since I bought this scooter and I am completely satisfied with this scooter. I am very happy with its fuel average, the seat is very comfortable, there is no problem in travelling far. I recall this vehicle to everyone and many people have bought this scooter as well. Thank you TVS motors for providing us best Scooter for us."
TVS Jupiter,4.4,Not so Good ,2,It is not so good and so bad in mileage and looks.
TVS Jupiter,4.4,Amazing ❣️,5,One of the best scooty for city ride. Which gives great mileage as well as speed. One of the best scooty ever produced with an affordable price in budget.
TVS Jupiter,4.4,Heavens Ride,5,"Dream scooty, the smooth ride just feel like heavens ride. My whole family thanks TVS."
TVS Jupiter,4.4,Best in Class,5,"Best in a class scooter. I used it for offroading purpose. It gives a great experience as compared to Honda Activa & Dio, Suzuki Access, etc."
TVS Jupiter,4.4,"Only buy Jupiter, Nothing Else..!!",4,Nice scooter and the top speed is 90kmph. The good thing is its style and performance. I love TVS Jupiter..!!
TVS Jupiter,4.4,Smooth Ride,5,Good millage with a smooth ride. It is easy to drive by children due to its light weight.
TVS Jupiter,4.4,Totally low mileage.,2,Dissatisfied with the mileage and much noise.
TVS Jupiter,4.4,Almost perfect.,4,The first 1000kms were hell.
TVS Jupiter,4.4,Great bike so far.,4,Great bike and enjoyable ride it is.
TVS Jupiter,4.4,Lovely bluebird.,4,The shape is very nice and the color turquoise blue is amazing. It delivers ultimate mileage and has a wonderful pickup.
TVS Jupiter,4.4,The awesome scooter.,5,Best design and an ultimate mileage.
TVS Jupiter,4.4,Great scooter.,5,"It is just an amazing bike, riding is very smooth and mileage is very good and the overall experience is very good to go with it."
TVS Jupiter,4.4,Runs like a tiger.,5,Smooth ride and soft going at highways and off-roads.
TVS Jupiter,4.4,Superb scooter.,5,"Great driving pleasure, amazing mileage and very much comfortable."
TVS Jupiter,4.4,Great quality.,4,It runs great and has a good pickup.
TVS Jupiter,4.4,A great deal.,5,Ultimate mileage and superb performance give a wonderful experience.
TVS Jupiter,4.4,The awesome scooter.,5,Great riding experience and looks better in suspension.
TVS Jupiter,4.4,Not up to the mark.,1,Not at all satisfactory in the terms of pickup.
TVS Jupiter,4.4,Must drive.,5,Great pickup and looks amazing with an ultimate mileage.
TVS Jupiter,4.4,Amazing scooter.,5,"Great scooter with an ultimate mileage, however, the pickup is not up to the mark."
TVS Jupiter,4.4,Jupiter- The planet on the Earth.,4,Smart scooter with good quality features. Satisfactory after-sales services.
TVS Jupiter,4.4,Best Mileage with TVS Jupiter,4,"Good mileage and suspension system, nice for a long drive. Good looking and led lights are excellent."
TVS Jupiter,4.4,TVS Jupiter the name it self is prestigious and iconic.,5,I have bought this bike for my daughter after competing with other bikes and really it is a very good choice for my family and good for city rides.
TVS Jupiter,4.4,Fabulous scooter.,5,TVS Jupiter offers a very great fuel economy with an excellent ride comfort for a long ride as well. It has a comfortable seating as well. 
TVS Jupiter,4.4,Comfortable scooter.,5,This scooter offers excellent features along with comfort. 
TVS Jupiter,4.4,Comfortable scooter.,5,I am very much comfortable with the scooter performance.
TVS Jupiter,4.4,Value for money ,5,"Bikes engine performnace is very peppy, offers strong tubeless tires along with alarm system. Bike also offers big luggage storage must buy for the refined performance and feature offerd."
TVS Jupiter,4.4,Super comfortable,5,"I brought home a TVS Jupiter so that it could serve the purpose of a multi-purpose home-use vehicle for my family. Over the course of 10 months, we have enjoyed every bit of the scooter thanks to the refined engine, high comfort, and high fuel efficiency offered by Jupiter."
TVS Jupiter,4.4,Comfortable bike.,4,Good scooter for city ride and the mileage is great. The suspension is also good.
TVS Jupiter,4.4,Stylish Scooter,5,"It is a very stylish and good looking scooter which comes in dual-tone that is eye-catchy, there is nothing negative about the scooter. "
TVS Jupiter,4.4,Safelty feature,4,"The scooter has a very great riding experience and comfortable riding posture, safety features are really nice. "
TVS Jupiter,4.4,A Glamorous Scooter,5,"The scooter Jupiter ZX is an all-over a good scooter, all the digital features are provided in the scooter is very helpful. The physical appearance of the scooter is very eye-catchy. "
TVS Jupiter,4.4,Stylish&Safety,4,The scooter offers great riding experience along with the safety features and scooter appearance looks very stylish.
TVS Jupiter,4.4,The real comfort.,5,The best scooter for the family as it is easy to drive and is very much comfortable.
TVS Jupiter,4.4,Good Mileage and riding experience. ,5,"Nice scooty with great mileage. Overall wonderful experience. Anyone wants a good scooty in all aspects can buy it. Can get all the things in TVS Jupiter like  mileage, good build quality used by TVS. "
TVS Jupiter,4.4,Great scooter.,5,Great looks and amazing price. 
TVS Jupiter,4.4,Best scooter in segment.,5,Nice scooter in Jupiter classic and very best scooter of the year and look and so file and stylish scooter.
TVS Jupiter,4.4,Good Jupiter Scooter,4,I am very happy with this Jupiter scooter. It has a very good space and very easy to handle.
TVS Jupiter,4.4,Good Scooter,5,NIce and good scooter
TVS Jupiter,4.4,TVS Jupiter – the sensible option for mature riders,5,"I was not expecting a scooter to give the Honda Activa a tough fight in terms of a complete package for mature riders, but the TVS Jupiter managed to change my perception with its metal body and solid suspension setup, which is easily the best among unisex scooters right now."
TVS Jupiter,4.4,Best scooter.,5,"Really my experience is very good, I strongly recommend if anyone wants to buy a scooter .So, first priority TVS Jupiter. Milage is very good, very smooth when riding on the road. Inside space is also good full-size helmet and Bag goes smoothly, Finally as compare to another scooter TVS Jupiter is Best. "
TVS Jupiter,4.4,Excellent scooter.,5,This scooter is the best in the segment.
TVS Jupiter,4.4,Best scooter.,5,Excellent vehicle smooth-riding better mileage and comfortable handling.
TVS Jupiter,4.4,Best scooter ever.,5," The scooter is really very good in the riding quality, great fuel economy and the key feature is petrol filling is not there under the seat."
TVS Jupiter,4.4,Good milage.,5,The biggest point about Jupiter is its mileage. I have been riding this scooter for 2 years now and it returns 45kmpl+ in standard city conditions. It’s almost the same as Activa. But the Jupiter beats the Activa hands down in ride comfort. The handling too is better than any other scooter in its class.
TVS Jupiter,4.4,Battery problem ,1,"The battery is not good, lt requires water regularly. This problem arises in one year "
TVS Jupiter,4.4,My experience is best,5,"
Never seen best vehicle from this it has a good comfort level and good mileage"
TVS Jupiter,4.4,Best performance and good ,5,Jupiter is best scootey in 110cc segment. 
TVS Jupiter,4.4,Best scooter.,5,"It gives a very smooth and steady ride every time. In potholes, it will pass like a bike. The wheelbase is a bit good as compared to others in the segment and ride comfort is awesome."
TVS Jupiter,4.4,Best Shining look bike,5,"Very best experience ride with Jupiter bike. Best economy purpose and have a shining look, smooth running, best soak absorber"
TVS Jupiter,4.4,Excellent scooter.,5,Best scooter among all scooters of another brand. Outstanding performance with reference to mileage comfort etc. Jupiter classic is the best scooter in the segment.
TVS Jupiter,4.4,Smooth bike,3,"
I love the mileage, pickup and colour of the bike and it has good service "
TVS Jupiter,4.4,Best in the segment.,5,This is a superb scooter with a excellent ride quality.
TVS Jupiter,4.4,Best scooter.,5,The best scooter and superior build.
TVS Jupiter,4.4,Best scooter.,5,"Great Look, great mileage, Smooth drive, and great performance."
TVS Jupiter,4.4,All rounder vehicle.,5,"The long wait from TVS for an all-rounder family-oriented scooter ended successfully with the TVS Jupiter. The scooter feels sure-footed and a balanced package in all the essential parameters like build, ease of riding, luggage carrying points and ride quality."
TVS Jupiter,4.4,Just Amazing.,5,"Excellent bike with lots of features. More storage space. smooth riding. Price is a little bit high. otherwise, just wow."
TVS Jupiter,4.4,Amazing bike ,5,This is perhaps the most popular two-wheeler TVS has ever produced. This is a perfect vehicle for daily commuting and has ample luggage carrying capacity. It scores well on mileage and performance. The maintenance cost is also pretty low. The riding position on this scooter is the best in class. 
